,SMILES,RDKit_Mol_Class,C_count,N_count,O_count,F_count,P_count,ALERTS,Pbf,CSP3,NPR1,NPR2,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_halide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ether,fr_guanido,fr_halogen,fr_imidazole,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_pyridine,fr_quatN,fr_unbrch_alkane,Concentration,Temperature,Solvent(MeOD),Solvent(D2O),Time(h),PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,Degradation(%),Clusters_5,Clusters_10
256,CCCCCCCCCCCCCC[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEA30>,17,1,0,0,0,2,0.848552267,1,0.056667234,0.977332151,1.122777778,2.290220142,1.122777778,0.305866797,256.498,218.194,256.2998766,110,0.077992828,-0.330914819,0.330914819,0.077992828,0.5,0.833333333,1.166666667,15.27172442,10.05196094,2.043437985,-2.230980643,2.117322008,-2.346411454,4.479029611,-0.870130459,2.990679462,157.4832522,13.69238816,13.63960175,13.63960175,8.560660172,8.364975334,8.364975334,6.903018179,6.903018179,3.682487667,3.682487667,2.427135306,2.427135306,-0.04,6452.38108,17.96,12.01752283,15.96,116.54813,4.483030858,0,0,0,0,0,0,0,0,0,71.13195343,12.84164325,0,27.68777235,4.483030858,0,0,0,83.97359667,27.68777235,0,0,0,0,0,0,32.17080321,0,0,83.97359667,0,0,0,0,0,0,0,0,4.483030858,83.59461588,0,0,28.06675315,0,1.122777778,0,0,0,0,0,17.38555934,3.621002455,6.870660425,1,18,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,0,5.3937,83.9774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,80,1,0,120,-0.09186744,-0.75471358,-0.02271132,-0.101943919,-0.546052876,0.246398204,1.152935709,-0.584280658,0.190590551,-0.178988667,-0.073310327,0.134436705,0.004181344,-0.252391459,0.043098,-0.133434014,0.379896124,-0.354654103,0.261594584,0.04581946,-0.268723452,-0.154094298,0.031473352,0.026822618,-0.019034258,0.067514631,0.116114014,0.048338443,1.1976,0,0
257,CCCCCCCCCCCCCC[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEA80>,17,1,0,0,0,2,0.895838128,1,0.113095426,0.931708737,1.122777778,2.290220142,1.122777778,0.305866797,256.498,218.194,256.2998766,110,0.077992828,-0.330914819,0.330914819,0.077992828,0.5,0.833333333,1.166666667,15.27172442,10.05196094,2.043437985,-2.230980643,2.117322008,-2.346411454,4.479029611,-0.870130459,2.990679462,157.4832522,13.69238816,13.63960175,13.63960175,8.560660172,8.364975334,8.364975334,6.903018179,6.903018179,3.682487667,3.682487667,2.427135306,2.427135306,-0.04,6452.38108,17.96,12.01752283,15.96,116.54813,4.483030858,0,0,0,0,0,0,0,0,0,71.13195343,12.84164325,0,27.68777235,4.483030858,0,0,0,83.97359667,27.68777235,0,0,0,0,0,0,32.17080321,0,0,83.97359667,0,0,0,0,0,0,0,0,4.483030858,83.59461588,0,0,28.06675315,0,1.122777778,0,0,0,0,0,17.38555934,3.621002455,6.870660425,1,18,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,0,5.3937,83.9774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,80,1,0,240,-0.092432745,-0.754777812,-0.023193689,-0.102778161,-0.547103586,0.246429698,1.15230758,-0.58340303,0.190706609,-0.178520734,-0.072843751,0.13309731,0.003241694,-0.252380028,0.043734401,-0.132403754,0.380728857,-0.358971922,0.264557917,0.046559659,-0.267863441,-0.158927415,0.033303552,0.026610255,-0.018931874,0.068865572,0.1145502,0.048679789,2.3952,0,0
258,CCCCCCCCCCCCCC[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEAD0>,17,1,0,0,0,2,0.845372635,1,0.078068051,0.956865762,1.122777778,2.290220142,1.122777778,0.305866797,256.498,218.194,256.2998766,110,0.077992828,-0.330914819,0.330914819,0.077992828,0.5,0.833333333,1.166666667,15.27172442,10.05196094,2.043437985,-2.230980643,2.117322008,-2.346411454,4.479029611,-0.870130459,2.990679462,157.4832522,13.69238816,13.63960175,13.63960175,8.560660172,8.364975334,8.364975334,6.903018179,6.903018179,3.682487667,3.682487667,2.427135306,2.427135306,-0.04,6452.38108,17.96,12.01752283,15.96,116.54813,4.483030858,0,0,0,0,0,0,0,0,0,71.13195343,12.84164325,0,27.68777235,4.483030858,0,0,0,83.97359667,27.68777235,0,0,0,0,0,0,32.17080321,0,0,83.97359667,0,0,0,0,0,0,0,0,4.483030858,83.59461588,0,0,28.06675315,0,1.122777778,0,0,0,0,0,17.38555934,3.621002455,6.870660425,1,18,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,0,5.3937,83.9774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,80,1,0,360,-0.090542031,-0.75458378,-0.021855697,-0.100536058,-0.544682197,0.246626157,1.153941264,-0.585745442,0.189292,-0.179548052,-0.074564842,0.136775014,0.005508818,-0.252707094,0.04159773,-0.135342422,0.377762405,-0.347628468,0.255621105,0.043887248,-0.270601345,-0.147082401,0.028275518,0.027267709,-0.018522714,0.065289306,0.119487828,0.047758041,2.3952,0,0
259,CCCCCCCCCCCCCC[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEB20>,17,1,0,0,0,2,0.895871703,1,0.059804975,0.983493764,1.122777778,2.290220142,1.122777778,0.305866797,256.498,218.194,256.2998766,110,0.077992828,-0.330914819,0.330914819,0.077992828,0.5,0.833333333,1.166666667,15.27172442,10.05196094,2.043437985,-2.230980643,2.117322008,-2.346411454,4.479029611,-0.870130459,2.990679462,157.4832522,13.69238816,13.63960175,13.63960175,8.560660172,8.364975334,8.364975334,6.903018179,6.903018179,3.682487667,3.682487667,2.427135306,2.427135306,-0.04,6452.38108,17.96,12.01752283,15.96,116.54813,4.483030858,0,0,0,0,0,0,0,0,0,71.13195343,12.84164325,0,27.68777235,4.483030858,0,0,0,83.97359667,27.68777235,0,0,0,0,0,0,32.17080321,0,0,83.97359667,0,0,0,0,0,0,0,0,4.483030858,83.59461588,0,0,28.06675315,0,1.122777778,0,0,0,0,0,17.38555934,3.621002455,6.870660425,1,18,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,0,5.3937,83.9774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,80,1,0,480,-0.09235441,-0.755038335,-0.022734982,-0.101513088,-0.541680631,0.245011917,1.154789763,-0.585893632,0.199354031,-0.181363887,-0.070130605,0.135513906,0.00637615,-0.249716301,0.044666396,-0.133761379,0.383746154,-0.348111684,0.265020965,0.049406333,-0.264966257,-0.137293483,0.029772298,0.028299891,-0.02359624,0.064348828,0.112758937,0.049354629,2.994,0,0
260,CCCCCCCCCCCCCC[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEB70>,17,1,0,0,0,2,1.040306909,1,0.097654412,0.982493497,1.122777778,2.290220142,1.122777778,0.305866797,256.498,218.194,256.2998766,110,0.077992828,-0.330914819,0.330914819,0.077992828,0.5,0.833333333,1.166666667,15.27172442,10.05196094,2.043437985,-2.230980643,2.117322008,-2.346411454,4.479029611,-0.870130459,2.990679462,157.4832522,13.69238816,13.63960175,13.63960175,8.560660172,8.364975334,8.364975334,6.903018179,6.903018179,3.682487667,3.682487667,2.427135306,2.427135306,-0.04,6452.38108,17.96,12.01752283,15.96,116.54813,4.483030858,0,0,0,0,0,0,0,0,0,71.13195343,12.84164325,0,27.68777235,4.483030858,0,0,0,83.97359667,27.68777235,0,0,0,0,0,0,32.17080321,0,0,83.97359667,0,0,0,0,0,0,0,0,4.483030858,83.59461588,0,0,28.06675315,0,1.122777778,0,0,0,0,0,17.38555934,3.621002455,6.870660425,1,18,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,0,5.3937,83.9774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,80,1,0,600,-0.091991135,-0.75468739,-0.022798202,-0.102145684,-0.547071403,0.246684121,1.152463423,-0.583781458,0.188760501,-0.178506723,-0.073856464,0.13422715,0.003552361,-0.252844339,0.042791207,-0.133321397,0.379036948,-0.356629449,0.261361425,0.04530747,-0.269303721,-0.157794322,0.0322546,0.026223101,-0.018229282,0.06834088,0.11661372,0.048205759,4.1916,0,0
261,CCCCCCCCCCCCCC[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEBC0>,17,1,0,0,0,2,0.824483404,1,0.037498425,0.994657981,1.122777778,2.290220142,1.122777778,0.305866797,256.498,218.194,256.2998766,110,0.077992828,-0.330914819,0.330914819,0.077992828,0.5,0.833333333,1.166666667,15.27172442,10.05196094,2.043437985,-2.230980643,2.117322008,-2.346411454,4.479029611,-0.870130459,2.990679462,157.4832522,13.69238816,13.63960175,13.63960175,8.560660172,8.364975334,8.364975334,6.903018179,6.903018179,3.682487667,3.682487667,2.427135306,2.427135306,-0.04,6452.38108,17.96,12.01752283,15.96,116.54813,4.483030858,0,0,0,0,0,0,0,0,0,71.13195343,12.84164325,0,27.68777235,4.483030858,0,0,0,83.97359667,27.68777235,0,0,0,0,0,0,32.17080321,0,0,83.97359667,0,0,0,0,0,0,0,0,4.483030858,83.59461588,0,0,28.06675315,0,1.122777778,0,0,0,0,0,17.38555934,3.621002455,6.870660425,1,18,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,0,5.3937,83.9774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,80,1,0,720,-0.092531961,-0.754918536,-0.023084206,-0.102364761,-0.544935231,0.245844038,1.153281529,-0.58431882,0.194369915,-0.179701693,-0.071603044,0.134048071,0.004399528,-0.251189584,0.044161831,-0.132897666,0.382008696,-0.354992609,0.265189159,0.047924684,-0.266452082,-0.150153192,0.032153177,0.027178419,-0.020963876,0.067113102,0.113596585,0.049051138,4.7904,0,0
262,CC[N+]1(C)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEC10>,7,1,0,0,0,1,0.86504449,1,0.608598304,0.804331851,1.319444444,2.354166667,1.319444444,0.449952788,114.212,98.084,114.1277259,48,0.078619894,-0.326265893,0.326265893,0.078619894,1.25,1.75,2,15.33348256,10.39358405,2.23028601,-2.263235674,2.139532621,-2.395984082,4.486020013,-0.895371398,2.399681801,72.45601116,6.035533906,5.982747501,5.982747501,3.767766953,3.603003675,3.603003675,3.090051834,3.090051834,2.409338255,2.409338255,1.415079324,1.415079324,-0.04,88.95348294,6.085628141,2.058167191,1.025055201,51.89287772,4.483030858,0,0,0,0,0,0,0,0,0,0,6.9237372,12.84164325,26.6819412,4.483030858,0,0,0,19.76538045,26.6819412,0,0,0,0,0,0,31.16497206,0,0,19.76538045,0,0,0,0,0,0,0,0,0,36.95894332,0,0,13.97140918,0,1.319444444,0,0,0,0,0,2.8975,6.428888889,2.354166667,1,8,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1.2467,35.6934,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,1,0,0,-0.940367812,-0.860757683,-0.197198588,-0.026018498,-0.270522812,-0.193874084,-0.012781176,-0.361855537,-0.089764294,-0.028011544,-0.19408345,0.156439574,-0.00309563,0.189381946,0.304653579,0.13537,-0.109820327,0.246839001,-0.167059095,0.059673944,0.014524318,0.033589226,0.020198267,0.015937956,0.061783526,0.088889645,-0.045716233,-0.072010731,0,0,0
263,CC[N+]1(C)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEC60>,7,1,0,0,0,1,0.948484409,1,0.440001272,0.977239388,1.319444444,2.354166667,1.319444444,0.449952788,114.212,98.084,114.1277259,48,0.078619894,-0.326265893,0.326265893,0.078619894,1.25,1.75,2,15.33348256,10.39358405,2.23028601,-2.263235674,2.139532621,-2.395984082,4.486020013,-0.895371398,2.399681801,72.45601116,6.035533906,5.982747501,5.982747501,3.767766953,3.603003675,3.603003675,3.090051834,3.090051834,2.409338255,2.409338255,1.415079324,1.415079324,-0.04,88.95348294,6.085628141,2.058167191,1.025055201,51.89287772,4.483030858,0,0,0,0,0,0,0,0,0,0,6.9237372,12.84164325,26.6819412,4.483030858,0,0,0,19.76538045,26.6819412,0,0,0,0,0,0,31.16497206,0,0,19.76538045,0,0,0,0,0,0,0,0,0,36.95894332,0,0,13.97140918,0,1.319444444,0,0,0,0,0,2.8975,6.428888889,2.354166667,1,8,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1.2467,35.6934,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,1,0,120,-0.943780303,-0.861015599,-0.199466728,-0.029885391,-0.275864237,-0.193876595,-0.016153569,-0.357315994,-0.090036288,-0.025676116,-0.192053279,0.150177687,-0.007562304,0.189253293,0.307788733,0.140333573,-0.106124012,0.2257398,-0.152809545,0.063389792,0.018030341,0.009042547,0.029489061,0.013847003,0.062144168,0.095949137,-0.053087708,-0.070828468,34.7305,1,3
264,CC[N+]1(C)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCECB0>,7,1,0,0,0,1,0.865045645,1,0.608599888,0.80433091,1.319444444,2.354166667,1.319444444,0.449952788,114.212,98.084,114.1277259,48,0.078619894,-0.326265893,0.326265893,0.078619894,1.25,1.75,2,15.33348256,10.39358405,2.23028601,-2.263235674,2.139532621,-2.395984082,4.486020013,-0.895371398,2.399681801,72.45601116,6.035533906,5.982747501,5.982747501,3.767766953,3.603003675,3.603003675,3.090051834,3.090051834,2.409338255,2.409338255,1.415079324,1.415079324,-0.04,88.95348294,6.085628141,2.058167191,1.025055201,51.89287772,4.483030858,0,0,0,0,0,0,0,0,0,0,6.9237372,12.84164325,26.6819412,4.483030858,0,0,0,19.76538045,26.6819412,0,0,0,0,0,0,31.16497206,0,0,19.76538045,0,0,0,0,0,0,0,0,0,36.95894332,0,0,13.97140918,0,1.319444444,0,0,0,0,0,2.8975,6.428888889,2.354166667,1,8,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1.2467,35.6934,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,1,0,240,-0.943782293,-0.861022466,-0.199474021,-0.029892983,-0.27586682,-0.193866333,-0.016149508,-0.35731129,-0.09004804,-0.025683365,-0.192048655,0.150203658,-0.007583117,0.189268366,0.307766785,0.14031694,-0.106161978,0.225714864,-0.15280672,0.063395345,0.018054289,0.009101701,0.029514891,0.013828134,0.062137883,0.095940305,-0.053077276,-0.070809545,43.1138,2,4
265,CC[N+]1(C)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCED00>,7,1,0,0,0,1,0.872479491,1,0.407097844,0.924524905,1.319444444,2.354166667,1.319444444,0.449952788,114.212,98.084,114.1277259,48,0.078619894,-0.326265893,0.326265893,0.078619894,1.25,1.75,2,15.33348256,10.39358405,2.23028601,-2.263235674,2.139532621,-2.395984082,4.486020013,-0.895371398,2.399681801,72.45601116,6.035533906,5.982747501,5.982747501,3.767766953,3.603003675,3.603003675,3.090051834,3.090051834,2.409338255,2.409338255,1.415079324,1.415079324,-0.04,88.95348294,6.085628141,2.058167191,1.025055201,51.89287772,4.483030858,0,0,0,0,0,0,0,0,0,0,6.9237372,12.84164325,26.6819412,4.483030858,0,0,0,19.76538045,26.6819412,0,0,0,0,0,0,31.16497206,0,0,19.76538045,0,0,0,0,0,0,0,0,0,36.95894332,0,0,13.97140918,0,1.319444444,0,0,0,0,0,2.8975,6.428888889,2.354166667,1,8,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1.2467,35.6934,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,1,0,360,-0.940373819,-0.860778302,-0.197220513,-0.026041337,-0.270530476,-0.193843344,-0.012768964,-0.36184142,-0.089799163,-0.028033339,-0.194069403,0.156517387,-0.00315807,0.18942727,0.304587859,0.135320188,-0.109933971,0.246764069,-0.167050219,0.059690797,0.014596406,0.033766923,0.020275827,0.015881447,0.061764514,0.08886313,-0.045685221,-0.071953877,52.0958,2,5
266,CC[N+]1(C)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCED50>,7,1,0,0,0,1,0.849186141,1,0.392306953,0.95230427,1.319444444,2.354166667,1.319444444,0.449952788,114.212,98.084,114.1277259,48,0.078619894,-0.326265893,0.326265893,0.078619894,1.25,1.75,2,15.33348256,10.39358405,2.23028601,-2.263235674,2.139532621,-2.395984082,4.486020013,-0.895371398,2.399681801,72.45601116,6.035533906,5.982747501,5.982747501,3.767766953,3.603003675,3.603003675,3.090051834,3.090051834,2.409338255,2.409338255,1.415079324,1.415079324,-0.04,88.95348294,6.085628141,2.058167191,1.025055201,51.89287772,4.483030858,0,0,0,0,0,0,0,0,0,0,6.9237372,12.84164325,26.6819412,4.483030858,0,0,0,19.76538045,26.6819412,0,0,0,0,0,0,31.16497206,0,0,19.76538045,0,0,0,0,0,0,0,0,0,36.95894332,0,0,13.97140918,0,1.319444444,0,0,0,0,0,2.8975,6.428888889,2.354166667,1,8,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1.2467,35.6934,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,1,0,480,-0.94037581,-0.86078517,-0.197227809,-0.026048933,-0.27053305,-0.193833085,-0.012764898,-0.361836717,-0.089810884,-0.028040593,-0.194064766,0.156543351,-0.003178883,0.189442351,0.304565919,0.135303561,-0.109971917,0.246739128,-0.167047366,0.059696364,0.014620374,0.033826104,0.02030166,0.01586259,0.061758217,0.088854294,-0.04567481,-0.071934947,56.8862,2,5
267,CC[N+]1(C)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEDA0>,7,1,0,0,0,1,0.892695841,1,0.500947376,0.896259766,1.319444444,2.354166667,1.319444444,0.449952788,114.212,98.084,114.1277259,48,0.078619894,-0.326265893,0.326265893,0.078619894,1.25,1.75,2,15.33348256,10.39358405,2.23028601,-2.263235674,2.139532621,-2.395984082,4.486020013,-0.895371398,2.399681801,72.45601116,6.035533906,5.982747501,5.982747501,3.767766953,3.603003675,3.603003675,3.090051834,3.090051834,2.409338255,2.409338255,1.415079324,1.415079324,-0.04,88.95348294,6.085628141,2.058167191,1.025055201,51.89287772,4.483030858,0,0,0,0,0,0,0,0,0,0,6.9237372,12.84164325,26.6819412,4.483030858,0,0,0,19.76538045,26.6819412,0,0,0,0,0,0,31.16497206,0,0,19.76538045,0,0,0,0,0,0,0,0,0,36.95894332,0,0,13.97140918,0,1.319444444,0,0,0,0,0,2.8975,6.428888889,2.354166667,1,8,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1.2467,35.6934,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,1,0,600,-0.943788296,-0.861043088,-0.199495951,-0.029915828,-0.275874458,-0.1938356,-0.016137283,-0.357297182,-0.090082836,-0.025705173,-0.192034581,0.150281461,-0.00764555,0.18931371,0.307701081,0.140267136,-0.106275582,0.225639945,-0.152797797,0.063412224,0.018126418,0.009279482,0.029592445,0.013771655,0.062118845,0.095913772,-0.053046302,-0.070752675,65.2695,3,6
268,CC[N+]1(C)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEDF0>,7,1,0,0,0,1,0.872480663,1,0.407097883,0.924524945,1.319444444,2.354166667,1.319444444,0.449952788,114.212,98.084,114.1277259,48,0.078619894,-0.326265893,0.326265893,0.078619894,1.25,1.75,2,15.33348256,10.39358405,2.23028601,-2.263235674,2.139532621,-2.395984082,4.486020013,-0.895371398,2.399681801,72.45601116,6.035533906,5.982747501,5.982747501,3.767766953,3.603003675,3.603003675,3.090051834,3.090051834,2.409338255,2.409338255,1.415079324,1.415079324,-0.04,88.95348294,6.085628141,2.058167191,1.025055201,51.89287772,4.483030858,0,0,0,0,0,0,0,0,0,0,6.9237372,12.84164325,26.6819412,4.483030858,0,0,0,19.76538045,26.6819412,0,0,0,0,0,0,31.16497206,0,0,19.76538045,0,0,0,0,0,0,0,0,0,36.95894332,0,0,13.97140918,0,1.319444444,0,0,0,0,0,2.8975,6.428888889,2.354166667,1,8,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1.2467,35.6934,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,1,0,720,-0.943176958,-0.861476076,-0.199866077,-0.030212104,-0.271089329,-0.195126223,-0.013790788,-0.359242753,-0.078428046,-0.028120928,-0.187817,0.149920021,-0.005718443,0.192497296,0.309928873,0.140743902,-0.100401127,0.231037065,-0.147118493,0.067450203,0.023917542,0.026798036,0.027568035,0.017775855,0.057510522,0.092191027,-0.05820107,-0.06863221,68.2635,3,6
269,C1CC[N+]2(CC1)CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEE40>,10,1,0,0,0,1,0.934114606,1,0.328751179,0.944183305,1.5,1.5,1.5,0.469065256,154.277,134.117,154.1590261,64,0.07861697,-0.323608975,0.323608975,0.07861697,0.454545455,0.818181818,1.181818182,15.35411576,10.01190874,2.303626033,-2.436709549,2.241062256,-2.53722828,4.58638158,-0.936180066,1.94320678,99.32469185,7.571067812,7.518281407,7.518281407,5.414213562,5.264911064,5.264911064,4.357388321,4.357388321,3.529822128,3.529822128,2.813228166,2.813228166,-0.04,530.0382769,7.600932428,3.139132041,1.584033638,69.98187291,4.483030858,0,0,0,0,0,0,0,0,0,0,38.52492974,0,26.17902562,4.483030858,0,0,0,38.52492974,26.17902562,0,0,0,0,0,0,30.66205648,0,0,38.52492974,0,0,0,0,0,0,0,0,0,69.18698622,0,0,0,0,1.5,0,0,0,0,0,9,6,0,1,11,0,1,0,2,2,0,0,0,0,0,1,0,0,2,2,2,2.171,47.4304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,80,1,0,0,-0.479028166,-1.305554163,-0.425968618,-0.520154481,-0.072544454,0.04692331,0.008127023,-0.168434397,-0.277229242,-0.297638044,-0.073019677,0.224382063,-0.264370326,0.034427896,-0.457271711,-0.153463873,-0.200454774,-0.20560427,0.086675043,-0.008323731,-0.004907029,0.208518291,-0.163175584,-0.08046921,0.054961212,-0.12096399,0.056298934,-0.04301572,0,0,0
270,C1CC[N+]2(CC1)CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BCEE90>,10,1,0,0,0,1,0.920527162,1,0.318193353,0.999999867,1.5,1.5,1.5,0.469065256,154.277,134.117,154.1590261,64,0.07861697,-0.323608975,0.323608975,0.07861697,0.454545455,0.818181818,1.181818182,15.35411576,10.01190874,2.303626033,-2.436709549,2.241062256,-2.53722828,4.58638158,-0.936180066,1.94320678,99.32469185,7.571067812,7.518281407,7.518281407,5.414213562,5.264911064,5.264911064,4.357388321,4.357388321,3.529822128,3.529822128,2.813228166,2.813228166,-0.04,530.0382769,7.600932428,3.139132041,1.584033638,69.98187291,4.483030858,0,0,0,0,0,0,0,0,0,0,38.52492974,0,26.17902562,4.483030858,0,0,0,38.52492974,26.17902562,0,0,0,0,0,0,30.66205648,0,0,38.52492974,0,0,0,0,0,0,0,0,0,69.18698622,0,0,0,0,1.5,0,0,0,0,0,9,6,0,1,11,0,1,0,2,2,0,0,0,0,0,1,0,0,2,2,2,2.171,47.4304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,80,1,0,120,-0.47865355,-1.305558885,-0.425674512,-0.51959647,-0.071384806,0.046781113,0.00876245,-0.169192385,-0.276308354,-0.298203655,-0.072956916,0.225360399,-0.263562093,0.034735544,-0.457541049,-0.154174263,-0.200587032,-0.20214237,0.085144857,-0.008427444,-0.004976483,0.213568133,-0.16454825,-0.080092772,0.054419813,-0.122225261,0.05694005,-0.043064474,0,0,0
