SMILES,C_count,N_count,O_count,F_count,P_count,ALERTS,CSP3,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_halide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ether,fr_guanido,fr_halogen,fr_imidazole,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_pyridine,fr_quatN,fr_unbrch_alkane,Concentration,Temperature,Solvent(MeOD),Solvent(D2O),Time(h),Degradation(%),Pbf_mean,NPR1_mean,NPR2_mean,is_halflife_proxy
CCCCCCCC[N+]1(CCCCCCCC[N+]2(CCCCCCCC)CCCC2)CCCC1,32,2,0,0,0,2,1.0,1.3742,2.326396248,1.3742,0.101317816,478.894,412.366,478.521503,202,0.07883449,-0.323602464,0.323602464,0.07883449,0.323529412,0.558823529,0.823529412,15.36479351,10.07518813,2.311760322,-2.345997369,2.244580701,-2.463483891,4.589730873,-0.916857896,1.491522527,405.9284001,24.21320344,24.10763063,24.10763063,16.74264069,16.44403569,16.44403569,12.54320377,12.54320377,9.516751037,9.516751037,7.187116503,7.187116503,-0.08,49626836.42,30.14581479,19.08723603,12.75172553,215.9804046,8.966061715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,78.05569063,51.36657298,25.68328649,52.35805125,8.966061715,0.0,0.0,0.0,155.1055501,52.35805125,0.0,0.0,0.0,0.0,0.0,0.0,61.32411296,0.0,0.0,155.1055501,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,202.5821887,0.0,0.0,13.8474744,0.0,2.984567901,0.0,0.0,0.0,0.0,0.0,32.42003506,16.59539704,0.0,1.0,34,0,2,0,2,2,0,0,0,0,0,2,23,0,2,2,2,9.2692,152.3788,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,8.0,80,0.5,0.5,216.0,63.98,1.238711748,0.128125824,0.943673411,0
CCCCCCCCCC[N+]1(CCCCCCCCCC)CCCC1,24,1,0,0,0,2,1.0,1.37375,2.310943226,1.37375,0.173729782,352.671,302.271,352.393777,150,0.07883449,-0.323602464,0.323602464,0.07883449,0.44,0.76,1.12,15.35884258,10.06701051,2.299031353,-2.342954316,2.227891193,-2.462312434,4.572045352,-0.916785386,2.011619052,245.2691804,18.05634919,18.00356278,18.00356278,12.32842712,12.17912463,12.17912463,8.892922227,8.892922227,6.486928909,6.486928909,4.727441728,4.727441728,-0.04,468736.0432,23.0000641,16.15683341,12.05451055,160.0968937,4.483030858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,90.89733387,25.68328649,12.84164325,26.17902562,4.483030858,0.0,0.0,0.0,129.4222636,26.17902562,0.0,0.0,0.0,0.0,0.0,0.0,30.66205648,0.0,0.0,129.4222636,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,146.2368457,0.0,0.0,13.8474744,0.0,1.491735537,0.0,0.0,0.0,0.0,0.0,26.41721134,10.59105312,0.0,1.0,25,0,1,0,1,1,0,0,0,0,0,1,18,0,1,1,1,7.8784,114.1824,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,8.0,80,0.5,0.5,216.0,47.57,1.036562306,0.177673085,0.888782652,0
CCCCCCCCCC[N+]1(CCCCCCCCCC[N+]2(CCCCCCCCCC)CCCC2)CCCC1,38,2,0,0,0,2,1.0,1.374479709,2.323083425,1.374479709,0.062784247,563.056,484.432,562.6154033,238,0.07883449,-0.323602464,0.323602464,0.07883449,0.275,0.475,0.7,15.36477436,10.05853556,2.310924677,-2.344062352,2.245837947,-2.462648464,4.591520624,-0.916799351,1.424383257,483.6122784,28.45584412,28.35027131,28.35027131,19.74264069,19.44403569,19.44403569,14.66452411,14.66452411,11.01675104,11.01675104,8.247776675,8.247776675,-0.08,921729043.4,36.11311457,24.37114144,17.13683662,254.1700573,8.966061715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,116.5806204,51.36657298,25.68328649,52.35805125,8.966061715,0.0,0.0,0.0,193.6304798,52.35805125,0.0,0.0,0.0,0.0,0.0,0.0,61.32411296,0.0,0.0,193.6304798,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,241.1071184,0.0,0.0,13.8474744,0.0,2.989669421,0.0,0.0,0.0,0.0,0.0,41.40293571,16.60739486,0.0,1.0,40,0,2,0,2,2,0,0,0,0,0,2,29,0,2,2,2,11.6098,180.0808,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,8.0,80,0.5,0.5,216.0,67.39,1.341584502,0.064985666,0.994318793,0
C[N+]1(C)CCC2=CC=CC=C2C1,11,1,0,0,0,1,0.454545455,1.135925926,2.301527778,1.135925926,0.510414594,162.256,146.128,162.1277259,64,0.104229544,-0.324445264,0.324445264,0.104229544,1.083333333,1.75,2.5,15.30368397,9.989488711,2.22308132,-2.341824629,2.204333349,-2.430375972,5.271052711,-0.905086855,2.351336763,288.8105161,8.604448007,7.877935016,7.877935016,5.673433276,4.561339773,4.561339773,4.336162467,4.336162467,2.70323125,2.70323125,1.918947026,1.918947026,-0.82,623.5245549,7.809851624,2.595645525,1.369296118,74.22008769,4.483030858,6.544756406,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.26546827,5.563451492,11.98427311,20.64010037,4.483030858,0.0,0.0,0.0,12.96557803,20.64010037,35.39237126,0.0,0.0,0.0,0.0,0.0,25.12313123,12.96557803,0.0,11.12690298,24.26546827,0.0,0.0,0.0,0.0,0,0.0,0.0,4.483030858,25.07378593,5.563451492,0.0,38.36081224,0.0,1.135925926,0.0,0.0,3.086759259,0.0,8.80287037,1.239259259,2.465462963,4.603055556,0.454545455,12,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,2,1.8191,50.8254,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,80,0.9,0.1,5.0,50.0,0.6172627159999999,0.27887391899999997,0.8527899556666667,1
C1=CC=C2C[N+]3(CCCCC3)CCC2=C1,14,1,0,0,0,1,0.571428571,1.301759259,2.336407785,1.301759259,0.567465962,202.321,182.161,202.1590261,80,0.104643332,-0.319576345,0.319576345,0.104643332,0.8,1.533333333,2.333333333,15.35517293,9.946200475,2.330353458,-2.442298988,2.285266667,-2.533442921,5.272887673,-0.946423353,1.87003558,350.1112625,10.13998191,9.413468922,9.413468922,7.380540058,6.299368114,6.299368114,5.249945563,5.249945563,4.244535517,4.244535517,3.318396852,3.318396852,-0.82,5030.138529,9.40914187,3.639008949,1.694520377,92.30908288,4.483030858,6.544756406,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.26546827,24.82591636,11.98427311,19.63426922,4.483030858,0.0,0.0,0.0,32.2280429,19.63426922,35.39237126,0.0,0.0,0.0,0.0,0.0,24.11730008,12.96557803,0.0,30.38936785,24.26546827,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,56.34534297,11.12690298,0.0,24.26546827,0.0,1.385925926,0.0,0.0,3.219882842,0.0,9.035055115,5.654914651,5.5375548,0.0,0.571428571,15,0,1,0,2,2,1,0,1,0,0,1,0,0,1,1,3,2.7434,62.5624,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,80,0.9,0.1,5.0,50.0,0.8814846986666667,0.23688501800000003,0.9326881673333333,1
C[N+](C)(C)Cc1ccccc1,10,1,0,0,0,1,0.4,0.990092593,2.201388889,0.990092593,0.564733409,150.245,134.117,150.1277259,60,0.10374051,-0.327164983,0.327164983,0.10374051,1.0,1.545454545,2.0,15.2727943,10.18617015,2.059732163,-2.231752379,2.044948953,-2.326798315,5.127404025,-0.883503644,2.657660985,208.0644284,8.319990956,7.541071723,7.541071723,5.078298262,3.922105546,3.922105546,3.934036527,3.934036527,1.499740497,1.499740497,1.131142384,1.131142384,-0.82,244.8579632,8.278231827,3.054898793,3.190046349,68.86097673,4.483030858,6.544756406,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30.33183534,0.0,5.563451492,21.14301595,4.483030858,0.0,0.0,0.0,6.544756406,21.14301595,35.89528683,0.0,0.0,0.0,0.0,0.0,25.62604681,6.544756406,0.0,5.563451492,30.33183534,0.0,0.0,0.0,0.0,0,0.0,0.0,11.02778726,5.563451492,0.0,0.0,51.47485129,0.0,0.990092593,0.0,0.0,1.402777778,0.0,10.57157407,0.0,1.098055556,6.604166667,0.4,11,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,1,1.8928,48.1784,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,80,0.9,0.1,171.6,50.0,0.7445308335,0.24762724886,0.9092085232799999,1
C[N+]1(CC2=CC=CC=C2)CCCCC1,13,1,0,0,0,1,0.538461538,1.209166667,2.395,1.209166667,0.629058375,190.31,170.15,190.1590261,76,0.104154064,-0.322295086,0.322295086,0.104154064,1.0,1.642857143,2.285714286,15.32741476,10.06976967,2.238924768,-2.374127779,2.192368797,-2.464159809,5.129054693,-0.926460391,2.020245375,272.546854,9.855524862,9.076605629,9.076605629,6.785405043,5.660133887,5.660133887,4.771089901,4.771089901,3.303016422,3.303016422,2.457935039,2.457935039,-0.82,2070.989944,9.724281562,4.138411667,2.355126699,86.94997192,4.483030858,6.544756406,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30.33183534,19.26246487,5.563451492,20.13718479,4.483030858,0.0,0.0,0.0,25.80722127,20.13718479,35.89528683,0.0,0.0,0.0,0.0,0.0,24.62021565,6.544756406,0.0,24.82591636,30.33183534,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,48.94321644,0.0,0.0,37.37950732,0.0,1.240092593,0.0,0.0,1.483240741,0.0,10.88174068,4.245334152,3.921258503,2.395,0.538461538,14,0,1,0,1,1,1,0,1,0,0,1,2,0,1,1,2,2.8171,59.9154,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,80,0.9,0.1,281.0,50.0,0.8523135852857143,0.21687114642857144,0.93113035,1
C[N+]1(C)CCOCC1,6,1,1,0,0,1,1.0,0.9375,5.189444444,0.9375,0.407601455,116.184,102.072,116.1069905,48,0.102048631,-0.369750505,0.369750505,0.102048631,1.125,1.625,1.875,16.47826224,10.38719607,2.176003361,-2.325119993,2.004810893,-2.478462536,4.402193252,-0.897564438,2.327882879,72.59772061,6.035533906,5.683889011,5.683889011,3.707106781,3.104232992,3.104232992,2.995317489,2.995317489,1.681904277,1.681904277,0.837212733,0.837212733,-0.08,59.4111508,6.046262626,2.033781213,1.456225286,50.64148083,9.219893811,13.08951281,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.30910789,9.219893811,0.0,0.0,0.0,0.0,40.39862071,0.0,0.0,0.0,0.0,0.0,0.0,44.88165156,4.736862954,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0,0.0,0.0,17.69679479,13.08951281,0.0,0.0,14.09534397,4.736862954,6.314444444,0.0,0.0,0.0,0.0,0.0,0.0,4.208333333,4.477222222,1.0,8,0,2,0,1,1,0,0,0,1,0,2,0,0,1,1,1,0.093,32.6614,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0,80,0.9,0.1,366.0,50.0,0.8633058290000001,0.48311638966666665,0.8837786333333334,1
C1CC[N+]2(CC1)CCOCC2,9,1,1,0,0,1,1.0,1.0,5.381371882,1.0,0.475720485,156.249,138.105,156.1382906,64,0.102461847,-0.36974986,0.36974986,0.102461847,0.727272727,1.363636364,2.0,16.47841808,10.07544352,2.309403025,-2.433103834,2.196446263,-2.56916372,4.56459842,-0.938764327,1.94320678,104.0146478,7.571067812,7.219422917,7.219422917,5.414213562,4.842261333,4.842261333,3.909100585,3.909100585,3.184843683,3.184843683,2.360484132,2.360484132,-0.08,530.0382769,7.562989055,3.114262771,1.568134708,68.73047602,9.219893811,13.08951281,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.26246487,0.0,26.30327674,9.219893811,0.0,0.0,0.0,19.26246487,39.39278955,0.0,0.0,0.0,0.0,0.0,0.0,43.87582041,4.736862954,0.0,19.26246487,0.0,0.0,9.23,0.0,0.0,0,0.0,0.0,13.21376393,49.92452135,0.0,0.0,0.0,4.736862954,6.756371882,0.0,0.0,0.0,0.0,0.0,4.348072562,7.395555556,0.0,1.0,11,0,2,0,2,2,0,0,0,1,0,2,0,0,2,2,2,1.0173,44.3984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3.0,80,0.9,0.1,1157.0,50.0,0.9145757080000001,0.31269790933333336,0.9360428500000001,1
CC1(C)CCCC(C)(C)[N+]1(C)C,11,1,0,0,0,1,1.0,0.446180556,2.396736111,0.446180556,0.490395537,170.32,146.128,170.1903262,72,0.093506156,-0.319711705,0.319711705,0.093506156,0.833333333,1.166666667,1.416666667,15.41352299,9.775198926,2.497006608,-2.575176286,2.416417591,-2.682510264,4.835270038,-0.986642655,2.985400403,159.443134,9.621320344,9.568533939,9.568533939,5.207106781,5.048747568,5.048747568,5.931866095,5.931866095,4.603797581,4.603797581,2.331969067,2.331969067,-0.04,263.1169896,10.04361204,2.474837422,1.186495189,77.35264618,4.483030858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.11577042,12.84164325,25.17319447,4.483030858,0.0,0.0,0.0,58.03526417,14.09534397,0.0,0.0,0.0,0.0,0.0,0.0,29.65622533,0.0,0.0,46.95741367,0.0,0.0,0.0,0.0,0.0,0,0.0,11.0778505,4.483030858,19.26246487,0.0,0.0,41.79029276,0.0,1.152777778,0.0,0.0,0.892361111,0.0,0.0,4.119583333,9.586944444,4.748333333,1.0,12,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,2.8039,54.1174,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,80,0.9,0.1,1570.0,50.0,1.085156378,0.6549789439999999,0.8610853186666666,1
CCCCCC[N+](C)(C)C,9,1,0,0,0,2,1.0,1.114795918,2.255898526,1.114795918,0.410006209,144.282,122.106,144.1746761,62,0.077992826,-0.330914819,0.330914819,0.077992826,0.9,1.5,1.9,15.271693,10.17456761,2.036878724,-2.230145615,2.014750642,-2.346346514,4.378235101,-0.870130179,3.043758409,71.28767654,8.035533906,7.982747501,7.982747501,4.560660172,4.364975334,4.364975334,4.074591054,4.074591054,1.682487667,1.682487667,1.012921743,1.012921743,-0.04,106.9253229,9.96,4.72621024,7.96,65.6285931,4.483030858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.76538045,12.84164325,0.0,27.68777235,4.483030858,0.0,0.0,0.0,32.60702369,27.68777235,0.0,0.0,0.0,0.0,0.0,0.0,32.17080321,0.0,0.0,32.60702369,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.483030858,32.2280429,0.0,0.0,28.06675315,0.0,1.114795918,0.0,0.0,0.0,0.0,0.0,5.542165533,3.575342971,6.767695578,1.0,10,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2.2729,47.0414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3.0,80,0.9,0.1,2046.0,50.0,0.817407571,0.17101484275,0.961551835,1
CC(C)(C)C1=CC=C(C2(C3=CC=C(C(C)(C)C)C=C3)CC[N+](C)(C)CC2)C=C1,27,1,0,0,0,1,0.555555556,0.13948271,2.406322397,0.13948271,0.527639488,378.624,338.304,378.3155267,152,0.079396835,-0.328403221,0.328403221,0.079396835,0.607142857,0.928571429,1.214285714,15.30708171,9.666101581,2.414262954,-2.452969597,2.43368343,-2.511746344,5.430343881,-0.895906377,2.041557018,725.8261701,20.79468245,19.39444287,19.39444287,12.83490042,10.87672391,10.87672391,11.61975237,11.61975237,6.894838027,6.894838027,4.546395416,4.546395416,-1.6,992109.8826,21.11711962,7.023885256,4.200135808,172.926603,4.483030858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,90.07335975,33.08378691,18.25663372,27.18485678,4.483030858,0.0,0.0,0.0,70.62903785,27.18485678,70.78474251,0.0,0.0,0.0,0.0,0.0,31.66788763,16.24497141,0.0,76.63787241,48.53093655,0.0,0.0,0.0,0.0,0,16.24497141,0.0,4.483030858,48.18496202,0.0,0.0,104.1687037,0.0,1.126884291,0.0,0.0,6.354292545,0.0,19.05073554,2.424065571,16.21996855,4.740720165,0.555555556,28,0,1,0,1,1,2,0,2,0,0,1,2,0,1,1,3,6.4379,122.1404,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,80,0.9,0.1,2078.0,50.0,1.10030545,0.424640432,0.676180757,1
C[N+](C)(C)C,4,1,0,0,0,1,1.0,1.0,2.125,1.0,0.362983639,74.147,62.051,74.0964258,32,0.06746072,-0.333351019,0.333351019,0.06746072,0.8,0.8,0.8,15.24500492,10.77599508,1.87872051,-2.141610809,1.731158935,-2.271258935,3.865530024,-0.849130024,3.023715784,19.11941548,4.5,4.447213595,4.447213595,2.0,1.788854382,1.788854382,2.683281573,2.683281573,0.0,0.0,0.0,0.0,-0.04,3.609640474,4.96,0.976756002,9507.96,33.80388253,4.483030858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.19068793,4.483030858,0.0,0.0,0.0,0.0,28.19068793,0.0,0.0,0.0,0.0,0.0,0.0,32.67371879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.483030858,0.0,0.0,0.0,28.19068793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,1.0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3224,23.9564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,80,0.9,0.1,2412.0,50.0,0.9428536206,0.9999993602,0.9999997453,1
CC1CC(C)C[N+](C)(C)C1,9,1,0,0,0,1,1.0,0.929398148,2.370694444,0.929398148,0.451902619,142.266,122.106,142.1590261,60,0.080811301,-0.328037134,0.328037134,0.080811301,1.0,1.4,1.7,15.31059724,9.907377512,2.28330949,-2.395227421,2.229959774,-2.49457539,4.635160003,-0.90163416,2.509938884,105.8966738,7.776020882,7.723234477,7.723234477,4.494800481,4.314576423,4.314576423,4.74692552,4.74692552,2.416580749,2.416580749,2.59796112,2.59796112,-0.04,106.4562509,8.060401606,2.536710801,1.978612327,64.62276195,4.483030858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.8474744,6.420821623,11.83581209,27.18485678,4.483030858,0.0,0.0,11.83581209,20.26829602,27.18485678,0.0,0.0,0.0,0.0,0.0,0.0,31.66788763,0.0,11.83581209,20.26829602,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.83581209,23.99336529,0.0,0.0,27.94281836,0.0,1.224537037,0.0,0.0,0.0,1.858796296,0.0,1.432222222,7.472222222,4.678888889,1.0,10,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1.7387,44.7874,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,80,0.9,0.1,3086.0,50.0,0.781318141,0.5729620333333334,0.638423202,1
OC1CC[N+]2(CCCCC2)CC1,10,1,1,0,0,1,1.0,0.009885676,9.413152636,0.009885676,0.540541696,170.276,150.116,170.1539407,70,0.081119567,-0.392663591,0.392663591,0.081119567,0.833333333,1.416666667,2.0,16.2664024,9.994016502,2.335152939,-2.447466207,2.244780584,-2.55946931,4.64830312,-0.937183164,1.921173736,141.9175691,8.4413113,7.835738491,7.835738491,5.808060412,5.339606535,5.339606535,4.527901925,4.527901925,3.638240432,3.638240432,2.732128644,2.732128644,-0.08,782.2823154,8.51523239,3.346339286,1.642707656,74.77610666,9.589558253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.26246487,12.84164325,32.28299201,9.589558253,0.0,0.0,0.0,38.2080745,26.17902562,0.0,0.0,0.0,0.0,0.0,0.0,41.87255026,0.0,0.0,32.10410811,0.0,0.0,20.23,0.0,5.106527395,0,6.103966388,0.0,12.84164325,49.92452135,0.0,0.0,0.0,0.0,1.330416667,0.0,9.413152636,0.0,0.0,0.0,6.35189366,5.23787037,0.0,1.0,12,1,2,0,2,2,0,0,0,1,1,2,0,0,2,2,2,1.1418,48.8202,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3.0,80,0.9,0.1,3433.0,50.0,0.9109055549999999,0.2633813443333333,0.9456587746666667,1
C[N+]1(C)CCC(O)CC1,7,1,1,0,0,1,1.0,-0.017453704,9.131388889,0.017453704,0.46495255,130.211,114.083,130.1226406,54,0.080705992,-0.392663596,0.392663596,0.080705992,1.222222222,1.666666667,2.0,16.26636441,10.07683867,2.233840059,-2.348656889,2.12597567,-2.468549728,4.589743292,-0.895652014,2.348714142,91.08927323,6.905777394,6.300204585,6.300204585,4.100953631,3.601578194,3.601578194,3.614118828,3.614118828,2.135301027,2.135301027,1.253157171,1.253157171,-0.08,92.36474704,7.032107623,2.27202101,1.953512004,56.68711147,9.589558253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.84164325,33.28882316,9.589558253,0.0,0.0,0.0,18.94560963,27.18485678,0.0,0.0,0.0,0.0,0.0,0.0,42.87838142,0.0,0.0,12.84164325,0.0,0.0,20.23,0.0,0.0,0,6.103966388,0.0,30.41418692,0.0,0.0,0.0,14.09534397,5.106527395,1.080416667,0.0,9.131388889,0.0,0.0,0.0,1.94087963,2.252314815,4.428333333,1.0,9,1,2,0,1,1,0,0,0,1,1,2,0,0,1,1,1,0.2175,37.0832,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,80,0.9,0.1,3526.0,50.0,0.8702833136666667,0.40254498899999996,0.9370719323333333,1
CC(C)(C)C1=CC=C(C2(C3=CC=C(C(C)(C)C)C=C3)CC[N+]3(CCCCC3)CC2)C=C1,30,1,0,0,0,1,0.6,0.16049178,2.4485284,0.16049178,0.446825439,418.689,374.337,418.3468268,168,0.079810431,-0.32353315,0.32353315,0.079810431,0.548387097,0.935483871,1.290322581,15.35803884,9.662084599,2.447700232,-2.50453684,2.448924427,-2.583327007,5.430823609,-0.937437026,1.709524301,798.4943014,22.33021636,20.92997678,20.92997678,14.54200721,12.61475226,12.61475226,12.53353547,12.53353547,8.397777432,8.397777432,6.045630468,6.045630468,-1.6,7383027.45,22.58884316,8.07036594,4.489417913,191.0155982,4.483030858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,90.07335975,52.34625177,18.25663372,26.17902562,4.483030858,0.0,0.0,0.0,89.89150272,26.17902562,70.78474251,0.0,0.0,0.0,0.0,0.0,30.66205648,16.24497141,0.0,95.90033728,48.53093655,0.0,0.0,0.0,0.0,0,16.24497141,0.0,0.0,85.01997056,0.0,0.0,90.07335975,0.0,1.376884291,0.0,0.0,6.492047107,0.0,19.35144227,6.835565702,19.3607273,0.0,0.6,31,0,1,0,2,2,2,0,2,0,0,1,2,0,2,2,4,7.3622,133.8774,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3.0,80,0.9,0.1,3777.0,50.0,1.06030871,0.534920317,0.547219368,1
C[N+]1(C)CCC(CC2=CC=CC=C2)CC1,14,1,0,0,0,1,0.571428571,0.915324074,2.345969388,0.915324074,0.649800881,204.337,182.161,204.1746761,82,0.078483562,-0.328461018,0.328461018,0.078483562,1.066666667,1.666666667,2.266666667,15.30433633,9.893996437,2.252481893,-2.368054332,2.231100531,-2.458732202,5.14739285,-0.895791506,1.875945528,292.374556,10.72576835,9.946849117,9.946849117,7.156596524,6.015864588,6.015864588,5.516043431,5.516043431,3.652552485,3.652552485,2.471812116,2.471812116,-0.82,2960.765233,10.68965055,4.358711008,3.066000025,93.31491404,4.483030858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30.33183534,30.74382241,0.0,27.18485678,4.483030858,0.0,0.0,5.917906046,19.26246487,27.18485678,35.89528683,0.0,0.0,0.0,0.0,0.0,31.66788763,6.420821623,5.917906046,18.40509474,30.33183534,0.0,0.0,0.0,0.0,0,0.0,0.0,5.917906046,42.39846003,0.0,0.0,44.42717931,0.0,1.213581034,0.0,0.0,1.50898715,0.915324074,10.92053697,4.060147392,2.689484599,4.691938776,0.571428571,15,0,1,0,1,1,1,0,1,0,0,1,2,0,1,1,2,2.7155,64.7124,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,80,0.9,0.1,5585.0,50.0,0.9998611346666667,0.176933255,0.97995053,1
