,0,1,2,3,4,5,6,7,8,9
NumValenceElectrons,0.05265039770525759,0.010279367023294666,0.013123893392303632,0.1090782321881559,0.031130866271055414,0.014207810354151562,0.027485622808434477,0.01478143181820072,0.030693020045882955,0.01578433653777768
MaxPartialCharge,0.456317897421093,0.10550159588939043,0.11752400061632522,0.18110279326736775,0.16088808244344233,0.06142832571409891,0.17609397634966606,0.12076097206172803,0.1848695011121955,0.15959529214813598
MinPartialCharge,0.32659109035077616,0.1393475044751147,0.16450388951612033,0.4929294864748775,0.10280686811753817,0.32132772579121116,0.11750537964756812,0.2330096660257695,0.4203730955675542,0.5344510974783316
MaxAbsPartialCharge,0.2469572452981342,0.08656162388902278,0.4811788984330047,0.1533823388398576,0.2109909508134642,0.331212609175256,0.22685547017255042,0.6197159289552884,0.6152686197419429,0.32743616514276763
MinAbsPartialCharge,1.324945616562511,0.12456795131525415,0.1536307840256385,0.19675216929145697,0.2538822383041013,0.5979675545759474,0.3573979407036556,0.16849685080172638,0.10719556009859521,0.15157959160539639
FpDensityMorgan1,0.1347416620334322,0.5479662022015991,0.6058057934733593,0.35176803723790645,0.1323281474379453,0.13705796946076768,0.38469015759406905,0.33452477953692406,0.32296953749402124,0.2927616954514511
FpDensityMorgan2,0.6900320695545569,0.6089536602372354,0.26514937904192387,0.332166861153802,0.5312475507034446,0.08114689248135085,0.19003950829263927,0.26500371649697996,0.6873233853619021,0.7507979410062011
FpDensityMorgan3,0.25886302266149314,0.2890015166384242,0.16140716698511112,0.20568716465534367,0.2512924780765183,0.15496922115533762,0.4757937926134259,0.10744256998804295,0.15575285749960394,0.3331908080952117
BCUT2D_MWHI,0.18344341821102841,0.3641802514338377,0.3198959025393023,0.2290603816404531,0.5561484931793514,0.41157742154614435,0.2013827274419146,0.28517308053041907,1.4549974162818675,0.37044243213422645
BCUT2D_MWLOW,0.19171631564801422,0.32601953692116314,0.31940487658476874,0.19611725583408207,0.20610394776323865,0.33462626667042544,0.25975358827265027,0.1682883431730276,0.17165363009777324,0.3500052645090051
BCUT2D_CHGHI,0.22007940032159823,0.033606408544832427,0.07615034669759112,0.05568462079515233,0.19635830547907146,0.9015176392311327,0.090468810646085,0.045484740696545144,1.020490518087137,0.11154060279352032
BCUT2D_CHGLO,0.056708908404754864,0.10877218057686618,0.0693260012746098,0.028921962723848536,0.18866931570637832,0.06666706034768527,0.19736903294026006,0.0913761377375486,0.06736371034617539,0.23600943205956035
