,0,1,2,3,4,5,6,7,8,9
fr_nitro_arom,0.0,1.9378091067931217e-19,0.0,0.0,0.0,3.7987531341936145e-19,0.0,0.0,0.0,4.7639186366787316e-20
fr_nitro_arom_nonortho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.926174973094786e-20,0.0,0.0
fr_para_hydroxylation,0.06433812827998896,0.019402550936182393,0.06540020494264184,0.02169146315243702,0.06239533492455042,0.051936712258560815,0.010081074647203559,0.030060623792475052,0.29298565474961913,0.3515462009605213
fr_piperdine,0.010261317432418784,0.0038975430774921345,0.0339881451759154,0.018300947669912616,0.03006625292578488,0.013925773629298813,0.01241860767523921,0.005630986053819773,0.016619042566514974,0.015566150216861524
fr_piperzine,0.006347621249903721,0.002398047601691033,0.009822396451310098,0.0025180241163900033,0.004738369746126729,0.00933279067184149,0.004363160028226585,0.008063367838327373,0.003793536453266743,0.014213695701697164
fr_pyridine,0.0018891907243223595,0.0,0.003926435639529178,0.0012726987282425288,0.0008082483633365214,0.009940221205741204,0.019581483937637843,0.0016220699561652868,7.885580496333957e-05,0.00047323507522437997
fr_quatN,0.018640602396133847,0.01000323116948996,0.014014917217286862,0.00954986017980314,0.01620772363951568,0.025365181772132823,0.006719913550688752,0.008248937526606916,0.010557529972463977,0.011947559273173498
fr_unbrch_alkane,0.0044499056096732985,0.004875384577575831,0.06100281761931024,0.008322934059432576,0.008587850313805838,0.010746892252263553,0.003790374939329672,0.006743522765518923,0.0032690099014706445,0.044045936721048395
Concentration,4.995110617187368,5.332547186767965,5.295137341666019,5.420410926527335,4.143109424300645,4.831556812611101,5.130422740790169,6.012165252769849,3.2273177480061355,5.666731115950087
Temperature,0.18390270619356122,0.27754944307739926,0.08015149729194955,0.4417971079937606,0.3593896440466805,0.20218335581733693,0.39502164508852167,0.5077962454536541,0.4981888702326591,0.23531401026708526
Solvent(MeOD),1.8951136418983796,2.771718040336603,2.3776948939577154,2.177421795683069,2.3263328980436344,2.3840841629337888,3.1874945636328738,2.854528615982585,1.4447315243549452,2.7763753935678994
Solvent(D2O),2.144857015423542,2.299888422314304,1.8736422942044397,1.6351887174107402,2.1401850944331042,2.060368953620737,2.801591407623125,3.045565005896133,1.687908481885344,2.4069422953302704
Time(h),9.186356653605426,6.126808859626217,7.67615370620658,7.437212729465504,9.614190360185463,9.576607961800827,8.794995819046639,9.255422785937295,8.458188186671013,9.399373973593212
Pbf_mean,0.9461365913439356,2.7083578876603345,5.658424424157151,1.195788162322758,0.5652642541094535,0.8903568252586148,3.771672578937494,0.7094545859283186,0.5775854346528643,0.4675573655153684
NPR1_mean,1.1108318433970548,1.1348443855201862,0.8709517216692967,1.377826799311252,1.0242396284854192,0.9774276989244433,1.3730919425500863,0.3009640949531953,1.8092747104081481,0.7295987329244072
NPR2_mean,1.4272014757601301,1.6989711017983047,1.724130970529195,3.118983318204087,2.8205900938040536,2.412780695607378,1.6398453157568782,2.317382628742282,2.6923431524834256,4.310994616900962
